ID	Markers	part_of	has_soma_location
ID	SC 'expresses' some % SPLIT=|	SC 'part of' some %	SC 'has soma location' some %
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_125	ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_1	ensembl:ENSMUSG00000027168|ensembl:ENSMUSG00000024867		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_2	ensembl:ENSMUSG00000030525|ensembl:ENSMUSG00000059187|ensembl:ENSMUSG00000024598		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_3	ensembl:ENSMUSG00000024074|ensembl:ENSMUSG00000092094		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_4	ensembl:ENSMUSG00000021508|ensembl:ENSMUSG00000020902|ensembl:ENSMUSG00000042453		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_5	ensembl:ENSMUSG00000044447|ensembl:ENSMUSG00000049001|ensembl:ENSMUSG00000027971		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_6	ensembl:ENSMUSG00000049001|ensembl:ENSMUSG00000075270		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_7	ensembl:ENSMUSG00000055471|ensembl:ENSMUSG00000022231		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_8	ensembl:ENSMUSG00000110002|ensembl:ENSMUSG00000029361		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_133	ensembl:ENSMUSG00000044288|ensembl:ENSMUSG00000058897		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_9	ensembl:ENSMUSG00000039385|ensembl:ENSMUSG00000058897|ensembl:ENSMUSG00000015766		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_10	ensembl:ENSMUSG00000019935|ensembl:ENSMUSG00000048967		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_11	ensembl:ENSMUSG00000063661|ensembl:ENSMUSG00000042045|ensembl:ENSMUSG00000027849		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_12	ensembl:ENSMUSG00000028222|ensembl:ENSMUSG00000024376|ensembl:ENSMUSG00000027849		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_13	ensembl:ENSMUSG00000028004|ensembl:ENSMUSG00000029101		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_14	ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000022656|ensembl:ENSMUSG00000020099		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_138	ensembl:ENSMUSG00000019772		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_15	ensembl:ENSMUSG00000026475|ensembl:ENSMUSG00000027996		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_16	ensembl:ENSMUSG00000022371|ensembl:ENSMUSG00000037362|ensembl:ENSMUSG00000038718		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_17	ensembl:ENSMUSG00000022425|ensembl:ENSMUSG00000025813|ensembl:ENSMUSG00000037362|ensembl:ENSMUSG00000040624		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_18	ensembl:ENSMUSG00000037362|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000045648		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_19	ensembl:ENSMUSG00000038718|ensembl:ENSMUSG00000041741|ensembl:ENSMUSG00000019772		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_20	ensembl:ENSMUSG00000031963|ensembl:ENSMUSG00000020042|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000019772		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_21	ensembl:ENSMUSG00000112276|ensembl:ENSMUSG00000032269		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_22	ensembl:ENSMUSG00000003657|ensembl:ENSMUSG00000110281		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_23	ensembl:ENSMUSG00000021919|ensembl:ENSMUSG00000028004		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_24	ensembl:ENSMUSG00000060371|ensembl:ENSMUSG00000024211		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_25	ensembl:ENSMUSG00000032017|ensembl:ENSMUSG00000026322		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_26	ensembl:ENSMUSG00000110468|ensembl:ENSMUSG00000032625		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_27	ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000042581		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_28	ensembl:ENSMUSG00000029361		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_29	ensembl:ENSMUSG00000097462|ensembl:ENSMUSG00000021647|ensembl:ENSMUSG00000059203		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_30	ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000042453		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_31	ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000055214|ensembl:ENSMUSG00000051910		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_32	ensembl:ENSMUSG00000025370|ensembl:ENSMUSG00000019828		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_33	ensembl:ENSMUSG00000105068|ensembl:ENSMUSG00000027400		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_34	ensembl:ENSMUSG00000026141|ensembl:ENSMUSG00000024598|ensembl:ENSMUSG00000031997		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_35	ensembl:ENSMUSG00000095105|ensembl:ENSMUSG00000038156|ensembl:ENSMUSG00000039137		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_36	ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000026393|ensembl:ENSMUSG00000031997		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_37	ensembl:ENSMUSG00000026765|ensembl:ENSMUSG00000031997		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_38	ensembl:ENSMUSG00000035273|ensembl:ENSMUSG00000030222		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_39	ensembl:ENSMUSG00000027965|ensembl:ENSMUSG00000004366		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_40	ensembl:ENSMUSG00000116610|ensembl:ENSMUSG00000031997		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_41	ensembl:ENSMUSG00000020000|ensembl:ENSMUSG00000029334		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_42	ensembl:ENSMUSG00000111950|ensembl:ENSMUSG00000052062		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_43	ensembl:ENSMUSG00000035131|ensembl:ENSMUSG00000030074|ensembl:ENSMUSG00000049001		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_44	ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000025400|ensembl:ENSMUSG00000036019		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_45	ensembl:ENSMUSG00000039037|ensembl:ENSMUSG00000040710|ensembl:ENSMUSG00000022306		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_46	ensembl:ENSMUSG00000052062|ensembl:ENSMUSG00000045731|ensembl:ENSMUSG00000004366		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_47	ensembl:ENSMUSG00000028971|ensembl:ENSMUSG00000000214		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_48	ensembl:ENSMUSG00000001260|ensembl:ENSMUSG00000000214		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_49	ensembl:ENSMUSG00000073154|ensembl:ENSMUSG00000036834|ensembl:ENSMUSG00000061762		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_50	ensembl:ENSMUSG00000022297|ensembl:ENSMUSG00000031558|ensembl:ENSMUSG00000026452		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_51	ensembl:ENSMUSG00000010066|ensembl:ENSMUSG00000063531|ensembl:ENSMUSG00000026452|ensembl:ENSMUSG00000034310		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_52	ensembl:ENSMUSG00000028971|ensembl:ENSMUSG00000100650|ensembl:ENSMUSG00000069132		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_53	ensembl:ENSMUSG00000038048|ensembl:ENSMUSG00000061762|ensembl:ENSMUSG00000034324		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_54	ensembl:ENSMUSG00000031772|ensembl:ENSMUSG00000111061		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_55	ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000059203		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_56	ensembl:ENSMUSG00000002900|ensembl:ENSMUSG00000001496		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_57	ensembl:ENSMUSG00000067028|ensembl:ENSMUSG00000020099		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_183	ensembl:ENSMUSG00000028222|ensembl:ENSMUSG00000021708		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_58	ensembl:ENSMUSG00000098097|ensembl:ENSMUSG00000036545|ensembl:ENSMUSG00000009376		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_59	ensembl:ENSMUSG00000026676|ensembl:ENSMUSG00000029705|ensembl:ENSMUSG00000027210|ensembl:ENSMUSG00000062372		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_60	ensembl:ENSMUSG00000042589|ensembl:ENSMUSG00000056427|ensembl:ENSMUSG00000031216		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_61	ensembl:ENSMUSG00000017978|ensembl:ENSMUSG00000073565|ensembl:ENSMUSG00000036192		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_62	ensembl:ENSMUSG00000004415|ensembl:ENSMUSG00000032564|ensembl:ENSMUSG00000059203		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_189	ensembl:ENSMUSG00000040452|ensembl:ENSMUSG00000035357|ensembl:ENSMUSG00000039037		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_64	ensembl:ENSMUSG00000116610|ensembl:ENSMUSG00000053399|ensembl:ENSMUSG00000022419|ensembl:ENSMUSG00000003746		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_65	ensembl:ENSMUSG00000017978|ensembl:ENSMUSG00000022425|ensembl:ENSMUSG00000055214|ensembl:ENSMUSG00000019889|ensembl:ENSMUSG00000034009		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_66	ensembl:ENSMUSG00000045613|ensembl:ENSMUSG00000029154|ensembl:ENSMUSG00000055214		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_192	ensembl:ENSMUSG00000052430|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000016918		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_67	ensembl:ENSMUSG00000052430|ensembl:ENSMUSG00000021765|ensembl:ENSMUSG00000059857		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_68	ensembl:ENSMUSG00000052430|ensembl:ENSMUSG00000049630|ensembl:ENSMUSG00000028909		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_69	ensembl:ENSMUSG00000026826|ensembl:ENSMUSG00000042596		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_193	ensembl:ENSMUSG00000098760|ensembl:ENSMUSG00000022206		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_70	ensembl:ENSMUSG00000030905|ensembl:ENSMUSG00000098760|ensembl:ENSMUSG00000022206		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_71	ensembl:ENSMUSG00000040732|ensembl:ENSMUSG00000022112|ensembl:ENSMUSG00000021541		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_72	ensembl:ENSMUSG00000039620|ensembl:ENSMUSG00000022112|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000021541		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_73	ensembl:ENSMUSG00000098760|ensembl:ENSMUSG00000043659		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_197	ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000078591		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_74	ensembl:ENSMUSG00000024517|ensembl:ENSMUSG00000034009|ensembl:ENSMUSG00000047907		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_75	ensembl:ENSMUSG00000010651|ensembl:ENSMUSG00000063564|ensembl:ENSMUSG00000066197		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_76	ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000022306		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_77	ensembl:ENSMUSG00000024517|ensembl:ENSMUSG00000027210|ensembl:ENSMUSG00000036218|ensembl:ENSMUSG00000049148		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_78	ensembl:ENSMUSG00000040420|ensembl:ENSMUSG00000111765|ensembl:ENSMUSG00000038331		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_79	ensembl:ENSMUSG00000111765|ensembl:ENSMUSG00000025997		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_80	ensembl:ENSMUSG00000096972|ensembl:ENSMUSG00000026826|ensembl:ENSMUSG00000034009|ensembl:ENSMUSG00000047907		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_203	ensembl:ENSMUSG00000039714|ensembl:ENSMUSG00000019997		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_81	ensembl:ENSMUSG00000052430|ensembl:ENSMUSG00000019997|ensembl:ENSMUSG00000046321		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_82	ensembl:ENSMUSG00000039714|ensembl:ENSMUSG00000013766|ensembl:ENSMUSG00000024236		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_83	ensembl:ENSMUSG00000020000|ensembl:ENSMUSG00000026826		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_84	ensembl:ENSMUSG00000039714|ensembl:ENSMUSG00000019997|ensembl:ENSMUSG00000043556		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_85	ensembl:ENSMUSG00000107384|ensembl:ENSMUSG00000051611|ensembl:ENSMUSG00000053368		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_207	ensembl:ENSMUSG00000004151|ensembl:ENSMUSG00000047907		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_86	ensembl:ENSMUSG00000039519|ensembl:ENSMUSG00000028031|ensembl:ENSMUSG00000045648		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_87	ensembl:ENSMUSG00000035258|ensembl:ENSMUSG00000019935		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_88	ensembl:ENSMUSG00000026344|ensembl:ENSMUSG00000047907		UBERON:0001384
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_92	ensembl:ENSMUSG00000042489|ensembl:ENSMUSG00000098318	UBERON:0001384	
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_93	ensembl:ENSMUSG00000026697	UBERON:0001384	
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_94	ensembl:ENSMUSG00000025537|ensembl:ENSMUSG00000030235	UBERON:0001384	
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_95	ensembl:ENSMUSG00000013523|ensembl:ENSMUSG00000024985	UBERON:0001384	
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_96	ensembl:ENSMUSG00000115529|ensembl:ENSMUSG00000021835	UBERON:0001384	
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_97	ensembl:ENSMUSG00000015202|ensembl:ENSMUSG00000026566|ensembl:ENSMUSG00000049690|ensembl:ENSMUSG00000026347	UBERON:0001384	
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_98	ensembl:ENSMUSG00000115529|ensembl:ENSMUSG00000015202	UBERON:0001384	
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_99	ensembl:ENSMUSG00000111994|ensembl:ENSMUSG00000036777|ensembl:ENSMUSG00000039316	UBERON:0001384	
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_100	ensembl:ENSMUSG00000024810|ensembl:ENSMUSG00000032841	UBERON:0001384	
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_101	ensembl:ENSMUSG00000041460|ensembl:ENSMUSG00000032517|ensembl:ENSMUSG00000049690	UBERON:0001384	
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_102	ensembl:ENSMUSG00000032702|ensembl:ENSMUSG00000029086|ensembl:ENSMUSG00000030616	UBERON:0001384	
